2.4	-0.15776	0.051107
2.4	-0.14976	0.043107
0	-0.15776	0.051107
0	-0.14976	0.043107
0	-0.13576	0.043107
2.4	-0.13576	0.043107
2.4	-0.15776	0.083107
0	-0.15776	0.083107
2.4	-0.12776	0.051107
0	-0.12776	0.051107
0	-0.12776	0.074107
2.4	-0.12776	0.074107
2.4	0.044238	0.043107
2.4	0.052238	0.051107
0	0.044238	0.043107
0	0.052238	0.051107
2.4	0.030238	0.043107
0	0.030238	0.043107
0	0.052238	0.083107
2.4	0.052238	0.083107
2.4	0.022238	0.051107
0	0.022238	0.051107
2.4	0.022238	0.074107
0	0.022238	0.074107
2.4	-0.12376	0.078107
0	-0.12376	0.078107
0	0.018238	0.078107
2.4	0.018238	0.078107
0.03	-0.14276	0.043107
0.06	-0.14276	0.043107
0.09	-0.14276	0.043107
0.12	-0.14276	0.043107
0.15	-0.14276	0.043107
0.18	-0.14276	0.043107
0.21	-0.14276	0.043107
0.24	-0.14276	0.043107
0.27	-0.14276	0.043107
0.3	-0.14276	0.043107
0.33	-0.14276	0.043107
0.36	-0.14276	0.043107
0.39	-0.14276	0.043107
0.42	-0.14276	0.043107
0.45	-0.14276	0.043107
0.48	-0.14276	0.043107
0.51	-0.14276	0.043107
0.54	-0.14276	0.043107
0.57	-0.14276	0.043107
0.6	-0.14276	0.043107
0.63	-0.14276	0.043107
0.66	-0.14276	0.043107
0.69	-0.14276	0.043107
0.72	-0.14276	0.043107
0.75	-0.14276	0.043107
0.78	-0.14276	0.043107
0.81	-0.14276	0.043107
0.84	-0.14276	0.043107
0.87	-0.14276	0.043107
0.9	-0.14276	0.043107
0.93	-0.14276	0.043107
0.96	-0.14276	0.043107
0.99	-0.14276	0.043107
1.02	-0.14276	0.043107
1.05	-0.14276	0.043107
1.08	-0.14276	0.043107
1.11	-0.14276	0.043107
1.14	-0.14276	0.043107
1.17	-0.14276	0.043107
1.2	-0.14276	0.043107
1.23	-0.14276	0.043107
1.26	-0.14276	0.043107
1.29	-0.14276	0.043107
1.32	-0.14276	0.043107
1.35	-0.14276	0.043107
1.38	-0.14276	0.043107
1.41	-0.14276	0.043107
1.44	-0.14276	0.043107
1.47	-0.14276	0.043107
1.5	-0.14276	0.043107
1.53	-0.14276	0.043107
1.56	-0.14276	0.043107
1.59	-0.14276	0.043107
1.62	-0.14276	0.043107
1.65	-0.14276	0.043107
1.68	-0.14276	0.043107
1.71	-0.14276	0.043107
1.74	-0.14276	0.043107
1.77	-0.14276	0.043107
1.8	-0.14276	0.043107
1.83	-0.14276	0.043107
1.86	-0.14276	0.043107
1.89	-0.14276	0.043107
1.92	-0.14276	0.043107
1.95	-0.14276	0.043107
1.98	-0.14276	0.043107
2.01	-0.14276	0.043107
2.04	-0.14276	0.043107
2.07	-0.14276	0.043107
2.1	-0.14276	0.043107
2.13	-0.14276	0.043107
2.16	-0.14276	0.043107
2.19	-0.14276	0.043107
2.22	-0.14276	0.043107
2.25	-0.14276	0.043107
2.28	-0.14276	0.043107
2.31	-0.14276	0.043107
2.34	-0.14276	0.043107
2.37	-0.14276	0.043107
2.4	-0.14276	0.043107
0	-0.14276	0.043107
0.03	-0.13576	0.043107
0.06	-0.13576	0.043107
0.09	-0.13576	0.043107
0.12	-0.13576	0.043107
0.15	-0.13576	0.043107
0.18	-0.13576	0.043107
0.21	-0.13576	0.043107
0.24	-0.13576	0.043107
0.27	-0.13576	0.043107
0.3	-0.13576	0.043107
0.33	-0.13576	0.043107
0.36	-0.13576	0.043107
0.39	-0.13576	0.043107
0.42	-0.13576	0.043107
0.45	-0.13576	0.043107
0.48	-0.13576	0.043107
0.51	-0.13576	0.043107
0.54	-0.13576	0.043107
0.57	-0.13576	0.043107
0.6	-0.13576	0.043107
0.63	-0.13576	0.043107
0.66	-0.13576	0.043107
0.69	-0.13576	0.043107
0.72	-0.13576	0.043107
0.75	-0.13576	0.043107
0.78	-0.13576	0.043107
0.81	-0.13576	0.043107
0.84	-0.13576	0.043107
0.87	-0.13576	0.043107
0.9	-0.13576	0.043107
0.93	-0.13576	0.043107
0.96	-0.13576	0.043107
0.99	-0.13576	0.043107
1.02	-0.13576	0.043107
1.05	-0.13576	0.043107
1.08	-0.13576	0.043107
1.11	-0.13576	0.043107
1.14	-0.13576	0.043107
1.17	-0.13576	0.043107
1.2	-0.13576	0.043107
1.23	-0.13576	0.043107
1.26	-0.13576	0.043107
1.29	-0.13576	0.043107
1.32	-0.13576	0.043107
1.35	-0.13576	0.043107
1.38	-0.13576	0.043107
1.41	-0.13576	0.043107
1.44	-0.13576	0.043107
1.47	-0.13576	0.043107
1.5	-0.13576	0.043107
1.53	-0.13576	0.043107
1.56	-0.13576	0.043107
